countryCode,countryName,indicatorCode,indicatorName,data,error
COM,Comoros,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': 212218261.541409, '1981': 196349931.602575, '1982': 184009013.501939, '1983': 191621954.909039, '1984': 184697225.619057, '1985': 196726096.467773, '1986': 279197721.824989, '1987': 337525853.01581, '1988': 356500032.83085, '1989': 341476768.0797, '1990': 429622178.042984, '1991': 424108769.124465, '1992': 457388651.902444, '1993': 452881475.076956, '1994': 319189184.292569, '1995': 398461796.741693, '1996': 396053806.399557, '1997': 364445600.133152, '1998': 370106745.980287, '1999': 382454989.945311, '2000': 351136579.797929, '2001': 378512024.115338, '2002': 425964681.148945, '2003': 546885223.179133, '2004': 633706110.445225, '2005': 653845169.189708, '2006': 698431794.458549, '2007': 795673153.183435, '2008': 915659107.761637, '2009': 905341173.973674, '2010': 907978731.702118, '2011': 1023086272.69622, '2012': 1015843491.24638, '2013': 1116224107.17123, '2014': 1149587659.74505, '2015': 966029599.801322, '2016': 1012835492.51585, '2017': 1077439756.12224, '2018': 1188797449.96036, '2019': 1195019531.03671, '2020': 1225039195.93744, '2021': 1296089479.45824, '2022': 1242519407.27821}",
COG,"Congo, Rep.",NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 131731862.568997, '1961': 151675739.160627, '1962': 166521239.863281, '1963': 172233430.871502, '1964': 185693724.845331, '1965': 198318063.860835, '1966': 220613582.369827, '1967': 237397428.336429, '1968': 251247458.012189, '1969': 265040036.059116, '1970': 274960699.85855, '1971': 322128019.323561, '1972': 410669262.897929, '1973': 541973362.480998, '1974': 585364635.354748, '1975': 767102679.018622, '1976': 754549600.548182, '1977': 765224030.636552, '1978': 878771771.29105, '1979': 1198749665.95066, '1980': 1705796849.54655, '1981': 1993512325.92286, '1982': 2160640566.5396, '1983': 2097274289.61512, '1984': 2193581366.40722, '1985': 2160872541.41887, '1986': 1849268214.68184, '1987': 2297753649.27979, '1988': 2212536313.33492, '1989': 2389593021.94866, '1990': 2798746050.58236, '1991': 2724853507.64996, '1992': 2933222705.7974, '1993': 2684323618.40365, '1994': 1769365438.88526, '1995': 2116003868.17373, '1996': 2540697537.70424, '1997': 2322719101.28455, '1998': 1949481380.64925, '1999': 2354772959.06186, '2000': 3227927697.43665, '2001': 2796704603.04443, '2002': 3034250926.18009, '2003': 3503723086.7028, '2004': 4656974937.55227, '2005': 6650001684.9045, '2006': 8072305030.68484, '2007': 8782703427.96085, '2008': 11649857662.1388, '2009': 9723299908.19473, '2010': 13148396205.671, '2011': 15655383585.9887, '2012': 17692911280.5627, '2013': 17958720704.4596, '2014': 17912907682.0663, '2015': 11890259176.6829, '2016': 10219341017.1383, '2017': 11094823676.5914, '2018': 13670038019.8594, '2019': 12750338736.1661, '2020': 10483151093.6873, '2021': 13366230821.3293, '2022': 14615532210.0523}",
COD,"Congo, Dem. Rep.",NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 3359404117.64706, '1961': 3086746857.14286, '1962': 3779841428.57143, '1963': 6213185742.57426, '1964': 2881545272.72727, '1965': 4043901818.18182, '1966': 4532660181.81818, '1967': 3384063371.75792, '1968': 3909780538.92216, '1969': 5032434970.05988, '1970': 4877684910.17964, '1971': 5594770359.28144, '1972': 6173712814.37126, '1973': 7870239461.07784, '1974': 9596960179.64072, '1975': 10237343173.6527, '1976': 9648583224.99212, '1977': 12344424763.5727, '1978': 15372608002.3923, '1979': 15068422236.3663, '1980': 14394927494.8647, '1981': 12537821038.2202, '1982': 13651667371.1676, '1983': 11006712650.4481, '1984': 7857729193.20343, '1985': 7195042616.0071, '1986': 8095367168.21769, '1987': 7661625472.57705, '1988': 8861299976.74158, '1989': 9021862775.18112, '1990': 9349764580.41173, '1991': 9625436872.51075, '1992': 8227343907.26679, '1993': 10706259936.7425, '1994': 5820382248.28202, '1995': 5643439376.10491, '1996': 5771454939.62404, '1997': 6090840548.18784, '1998': 6217806273.31082, '1999': 4711259427.27273, '2000': 19088046305.7971, '2001': 7438189100.33333, '2002': 8728038525.14034, '2003': 8937567059.87754, '2004': 10297483481.223, '2005': 11964484457.5233, '2006': 14451901696.3878, '2007': 16737071816.38, '2008': 19788515579.0498, '2009': 18648372544.7984, '2010': 21565721036.3591, '2011': 25839749198.8233, '2012': 29306235295.3371, '2013': 32679745036.2659, '2014': 35909040943.885, '2015': 37917706485.5896, '2016': 37134801548.836, '2017': 38019264804.5125, '2018': 47568210020.9338, '2019': 51775829868.7669, '2020': 48716961864.5378, '2021': 55350968593.0597, '2022': 58065953573.3247}",
DJI,Djibouti,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': 340989527.969913, '1986': None, '1987': 373371738.286415, '1988': 395794538.630775, '1989': 409220087.102818, '1990': 452328087.282876, '1991': 462421998.525779, '1992': 478058304.871118, '1993': 466048469.22986, '1994': 491689220.744875, '1995': 497723960.589913, '1996': 494004647.73437, '1997': 502675542.001227, '1998': 514267869.300758, '1999': 536080148.097299, '2000': 551230861.856505, '2001': 572417440.820162, '2002': 591122039.601398, '2003': 622044665.515049, '2004': 666072101.777505, '2005': 708633194.726566, '2006': 768873684.032838, '2007': 847918929.107984, '2008': 999105339.267729, '2009': 1049110684.72493, '2010': 1128611700.3618, '2011': 1239144501.77525, '2012': 1353632941.5207, '2013': 2042817162.85639, '2014': 2214679081.25658, '2015': 2424391785.43897, '2016': 2604955228.70117, '2017': 2762581334.22612, '2018': 2913466732.12507, '2019': 3088853638.56832, '2020': 3181071153.6622, '2021': 3372287461.80812, '2022': 3515109075.46098}",
EGY,"Egypt, Arab Rep.",NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': 4948667540.41066, '1966': 5278005611.91453, '1967': 5605484298.98275, '1968': 5932242990.65421, '1969': 6524455205.81114, '1970': 8042200452.1477, '1971': 8609283346.08518, '1972': 9299638055.84281, '1973': 10098534613.4411, '1974': 9228963224.60004, '1975': 11632178868.9171, '1976': 13315988083.4161, '1977': 14400806875.9867, '1978': 14811704063.0685, '1979': 18020571428.5714, '1980': 21669908176.3889, '1981': 22136081081.0811, '1982': 27655172413.7931, '1983': 30966239813.7369, '1984': 33971188991.6147, '1985': 39053502251.0732, '1986': 41253507951.3564, '1987': 40455616653.5742, '1988': 34980124929.0176, '1989': 39756299049.9793, '1990': 42978914311.3504, '1991': 37387836490.5284, '1992': 41855986519.4235, '1993': 46578631452.581, '1994': 51897983392.6453, '1995': 60159245060.4541, '1996': 67629716981.1321, '1997': 78436578171.0914, '1998': 84828807556.0803, '1999': 90710704806.8416, '2000': 99838543960.0763, '2001': 96684636118.5984, '2002': 85146067415.7303, '2003': 80288461538.4615, '2004': 78782467532.4675, '2005': 89600665557.4043, '2006': 107426086956.522, '2007': 130437828371.278, '2008': 162818181818.182, '2009': 189147005444.646, '2010': 218983666061.706, '2011': 235989672977.625, '2012': 279116666666.667, '2013': 288434108527.132, '2014': 305595408895.265, '2015': 329366576819.407, '2016': 332441717791.411, '2017': 248362771739.13, '2018': 262588632526.73, '2019': 318678815489.749, '2020': 383817841547.099, '2021': 424671765455.704, '2022': 476747720364.742}",
GNQ,Equatorial Guinea,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': 9122751.45318345, '1963': 10840095.1283649, '1964': 12712471.3960211, '1965': 64748333.3333333, '1966': 69110000, '1967': 72317446.9327193, '1968': 67514285.7142857, '1969': 67225714.2857143, '1970': 66331428.5714286, '1971': 64946954.756798, '1972': 65429198.238708, '1973': 81203226.9138345, '1974': 94159862.7073691, '1975': 104295643.388437, '1976': 103653049.93797, '1977': 103987520.075827, '1978': None, '1979': None, '1980': 50642880.7737503, '1981': 36731422.8456914, '1982': 44294647.733479, '1983': 44442456.94764, '1984': 50320914.4065688, '1985': 62118570.0053235, '1986': 76407395.9710488, '1987': 93345859.405032, '1988': 100534656.942699, '1989': 88265974.7260518, '1990': 112119411.508746, '1991': 110906028.612022, '1992': 134707183.973556, '1993': 136047906.00517, '1994': 100807002.602709, '1995': 141853360.895902, '1996': 232463022.679122, '1997': 442337870.426546, '1998': 370687634.697573, '1999': 621117885.668503, '2000': 1045998496.43872, '2001': 1461139022.02954, '2002': 1806742742.27311, '2003': 2484745935.09329, '2004': 4410764338.66733, '2005': 8217369092.65224, '2006': 10086528698.8604, '2007': 13071718758.7373, '2008': 19749893536.3204, '2009': 15027795173.2187, '2010': 16314443428.9392, '2011': 21357343681.8949, '2012': 22388344123.9938, '2013': 21948834290.3521, '2014': 21765453087.479, '2015': 13185496881.4052, '2016': 11240808846.6924, '2017': 12200913887.6428, '2018': 13097012124.2261, '2019': 11364133546.2494, '2020': 10099157995.5789, '2021': 12269393392.1579, '2022': 11813908447.8131}",
ERI,Eritrea,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': None, '1991': None, '1992': 477101651.648376, '1993': 467872714.755603, '1994': 531688311.688312, '1995': 578015625, '1996': 693535954.190067, '1997': 686490090.140141, '1998': 745523074.705326, '1999': 688918508.948029, '2000': 706370815.584416, '2001': 752371683.199361, '2002': 729321671.445917, '2003': 870248293.678303, '2004': 1109054005.43971, '2005': 1098424709.48675, '2006': 1211161879.6748, '2007': 1317974491.05691, '2008': 1380188800, '2009': 1856695551.21951, '2010': 1589515447.15447, '2011': 2065001626.01626, '2012': None, '2013': None, '2014': None, '2015': None, '2016': None, '2017': None, '2018': None, '2019': None, '2020': None, '2021': None, '2022': None}",
SWZ,Eswatini,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 35076845.9832923, '1961': 43026042.8067933, '1962': 45927961.6471865, '1963': 54129438.3698764, '1964': 64980554.0337706, '1965': 70279971.9161232, '1966': 76859969.2867562, '1967': 74759970.1259159, '1968': 79799968.1119327, '1969': 105419957.874185, '1970': 112139955.188874, '1971': 136462096.704851, '1972': 146736433.958439, '1973': 221915096.205453, '1974': 264320939.570152, '1975': 288299883.906649, '1976': 272549999.763, '1977': 304059999.7356, '1978': 340629999.7038, '1979': 412093133.760988, '1980': 541977035.402091, '1981': 570774862.060517, '1982': 537568142.050848, '1983': 555336145.8925, '1984': 494483241.372298, '1985': 360079419.480205, '1986': 449140383.953373, '1987': 584125996.62743, '1988': 692026606.934121, '1989': 696921409.513751, '1990': 1114694112.47478, '1991': 1156135717.94598, '1992': 1284759852.46684, '1993': 1357189724.73828, '1994': 1419294121.1812, '1995': 1698989463.99106, '1996': 1602741771.57434, '1997': 1716714194.30934, '1998': 1576908808.80611, '1999': 1547888453.75789, '2000': 1738093756.88208, '2001': 1542477308.89408, '2002': 1432221784.41501, '2003': 2197598417.83694, '2004': 2770082791.50412, '2005': 3178112332.09377, '2006': 3291329938.16407, '2007': 3469381231.49049, '2008': 3294084181.23708, '2009': 3580427985.94816, '2010': 4438765109.49036, '2011': 4820478592.33503, '2012': 4886551706.18441, '2013': 4597552948.64649, '2014': 4422986447.48958, '2015': 4063245671.29285, '2016': 3816019222.86268, '2017': 4402969225.92165, '2018': 4666598023.91856, '2019': 4466214522.19539, '2020': 3982236726.3678, '2021': 4748702400.66283, '2022': 4854167638.37388}",
ETH,Ethiopia,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': 7324903191.9444, '1982': 7707678023.04719, '1983': 8567890825.39512, '1984': 8096302370.73509, '1985': 9480840483.09179, '1986': 9848600869.56522, '1987': 10527338647.343, '1988': 10908935748.7923, '1989': 11476584879.2271, '1990': 12175166763.285, '1991': 13463868357.4879, '1992': 10492993077.6093, '1993': 8830712713.90781, '1994': 6927950564.55657, '1995': 7663984567.90123, '1996': 8547939730.62374, '1997': 8589233419.59411, '1998': 7818205971.60231, '1999': 7700833482.00615, '2000': 8242349955.05111, '2001': 8231326016.47494, '2002': 7850809498.16803, '2003': 8623691300.04079, '2004': 10131187261.4421, '2005': 12401139453.9738, '2006': 15280861834.6024, '2007': 19707616772.7996, '2008': 27066912635.2228, '2009': 32437389116.038, '2010': 29933790334.3418, '2011': 31952763089.33, '2012': 43310721414.0829, '2013': 47648276190.2977, '2014': 55612228233.5179, '2015': 64589329344.6937, '2016': 74296745599.0048, '2017': 81770886908.5198, '2018': 84269196152.0333, '2019': 95912607970.1686, '2020': 107657734392.446, '2021': 111261882913.342, '2022': 126783472501.134}",
GAB,Gabon,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 141468977.570007, '1961': 167637907.381723, '1962': 182796536.499884, '1963': 154480244.246844, '1964': 215679855.272516, '1965': 226474285.587108, '1966': 245849781.715899, '1967': 271543680.279285, '1968': 294468564.534369, '1969': 318124701.048949, '1970': 323802475.480977, '1971': 381687073.058558, '1972': 430508357.723916, '1973': 722780701.123251, '1974': 1544216003.9841, '1975': 2157592936.60712, '1976': 3009409970.90514, '1977': 2809349074.17738, '1978': 2389479269.18878, '1979': 3030251116.35999, '1980': 4279637933.85126, '1981': 3862269126.92642, '1982': 3618007844.44919, '1983': 3391275731.31834, '1984': 3561451562.23569, '1985': 3339914759.37269, '1986': 3403638193.57912, '1987': 3281797038.6659, '1988': 3834503378.35525, '1989': 4186411457.4569, '1990': 5952293765.84484, '1991': 5402919788.23153, '1992': 5592390832.66829, '1993': 4378645081.01769, '1994': 4190819346.82143, '1995': 4958845649.02823, '1996': 5694039999.86528, '1997': 5326817111.31062, '1998': 4483417313.11823, '1999': 4662992036.2073, '2000': 5080483628.30574, '2001': 5023265411.47748, '2002': 5335451103.75569, '2003': 6511903363.53884, '2004': 7770219003.91662, '2005': 9582783997.22141, '2006': 10327598308.5297, '2007': 12455409574.9408, '2008': 15571348329.2279, '2009': 12113699059.4581, '2010': 14372593013.8124, '2011': 18210307754.4426, '2012': 17170464000.7824, '2013': 17595744803.6041, '2014': 18203966900.4404, '2015': 14383107763.1182, '2016': 14023890263.875, '2017': 14929487495.759, '2018': 16867326389.8696, '2019': 16874405460.1964, '2020': 15314577167.8199, '2021': 20217946921.2063, '2022': 21071739227.9428}",
GMB,"Gambia, The",NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': 44212088.4188291, '1967': 46695008.7660868, '1968': 41160065.8347022, '1969': 45168072.2454283, '1970': 52296083.64654, '1971': 55728655.7957709, '1972': 59160575.5095456, '1973': 75187768.3495329, '1974': 95796033.6554112, '1975': 115179737.736179, '1976': 112190822.646033, '1977': 138093106.277641, '1978': 171833061.578461, '1979': 207112649.702942, '1980': 241083112.728768, '1981': 218767720.450751, '1982': 216050534.814986, '1983': 213448615.748728, '1984': 177340879.462617, '1985': 225726370.227358, '1986': 185646984.458794, '1987': 220626480.938017, '1988': 266672202.480435, '1989': 284120331.64738, '1990': 317083688.199874, '1991': 690311093.172052, '1992': 714254263.103249, '1993': 755040935.022498, '1994': 746493955.008434, '1995': 785999879.720691, '1996': 848239405.565637, '1997': 803633368.735802, '1998': 840285264.631545, '1999': 814724055.898334, '2000': 782913865.987568, '2001': 687410630.457292, '2002': 578235309.327198, '2003': 487038679.355229, '2004': 961900640.746364, '2005': 1027701055.56871, '2006': 1054112487.74083, '2007': 1279703029.87257, '2008': 1561766955.73024, '2009': 1450142497.46262, '2010': 1543294945.45714, '2011': 1409693594.05748, '2012': 1415004743.17939, '2013': 1375609459.78172, '2014': 1229461731.70458, '2015': 1378176605.93705, '2016': 1484578897.15783, '2017': 1504909447.77459, '2018': 1670671340.37966, '2019': 1813609679.15313, '2020': 1812170878.30632, '2021': 2038414973.57173, '2022': 2273060863.13981}",
GHA,Ghana,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 1217230094.97205, '1961': 1302674324.88378, '1962': 1382515654.47343, '1963': 1540797588.57221, '1964': 1731296199.52296, '1965': 2053462968.0426, '1966': 2126300672.22965, '1967': 1747187644.9031, '1968': 1666909517.65205, '1969': 1962050555.7775, '1970': 2215028588.45646, '1971': 2417108577.52739, '1972': 2112293279.98507, '1973': 3006766758.43977, '1974': 2894409937.8882, '1975': 2810106382.97872, '1976': 2765254237.28814, '1977': 3189428571.42857, '1978': 3662478184.99127, '1979': 4020227920.22792, '1980': 4445228215.76763, '1981': 4222441614.97432, '1982': 4035994397.7591, '1983': 4057275042.82903, '1984': 4412279843.44423, '1985': 4504342149.43471, '1986': 5735921420.38769, '1987': 5074829931.97279, '1988': 5197840972.6857, '1989': 5251764269.91812, '1990': 5889174833.90034, '1991': 6603130039.87292, '1992': 6416079341.97329, '1993': 5968905678.89099, '1994': 5446370114.57708, '1995': 6464389656.21299, '1996': 6932984635.632, '1997': 6891433840.90915, '1998': 7482072380.2381, '1999': 7718110780.94815, '2000': 4982849054.0291, '2001': 5314871683.5223, '2002': 6166197191.76694, '2003': 7632720680.28119, '2004': 8881419348.21705, '2005': 10744562614.7479, '2006': 20885042153.0199, '2007': 24827333947.3782, '2008': 28679383241.0729, '2009': 26048726185.6746, '2010': 32197648061.1663, '2011': 39336668080.559, '2012': 41271708599.715, '2013': 62824629066.0408, '2014': 54783320576.8882, '2015': 49406014245.4296, '2016': 56164933479.4044, '2017': 60405920071.1024, '2018': 67298913752.0241, '2019': 68337974418.7681, '2020': 70043095503.2503, '2021': 79156409409.8581, '2022': 72838798787.7066}",
GIN,Guinea,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': 1995186720.74733, '1987': 2041538039.57727, '1988': 2384295814.85223, '1989': 2432029296.80623, '1990': 2666750820.49987, '1991': 3015058205.58401, '1992': 3284620421.84712, '1993': 3279096491.81869, '1994': 3383092769.85285, '1995': 3693710532.91191, '1996': 3868968366.14337, '1997': 3783700461.64359, '1998': 3588375621.82568, '1999': 3461282459.96593, '2000': 2995361112.0538, '2001': 2829435908.16305, '2002': 2950198723.60858, '2003': 3446441784.82252, '2004': 3635458213.65962, '2005': 2937071740.39148, '2006': 4220019242.74824, '2007': 6281917649.66709, '2008': 6964179187.53836, '2009': 6716904516.30084, '2010': 6853467832.6761, '2011': 6785137215.23269, '2012': 7638045225.63676, '2013': 8376613880.25749, '2014': 8778473643.01989, '2015': 8794202394.72245, '2016': 8595955600.7877, '2017': 10324668270.876, '2018': 11857030366.4598, '2019': 13442861496.5747, '2020': 14177835840.8311, '2021': 16091817842.2348, '2022': 21227749388.7287}",
GNB,Guinea-Bissau,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': 78733594.8411852, '1971': 78540057.1372471, '1972': 87702828.5651641, '1973': 89374237.2881356, '1974': 98775328.9473684, '1975': 108985740.155434, '1976': 112386489.005677, '1977': 114971207.205384, '1978': 122666858.789625, '1979': 118537875.133044, '1980': 110653830.722704, '1981': 154731969.69697, '1982': 165523634.503718, '1983': 163577538.326314, '1984': 138478900.628609, '1985': 143856253.127248, '1986': 130225018.751151, '1987': 173836362.010677, '1988': 164458120.318029, '1989': 213143016.446378, '1990': 243961995.512687, '1991': 257150374.069711, '1992': 226313443.749086, '1993': 236880821.656388, '1994': 235620043.500927, '1995': 253966922.278198, '1996': 270419779.418107, '1997': 268551010.939623, '1998': 206457553.398034, '1999': 224446663.800548, '2000': 371095522.049254, '2001': 392621389.507611, '2002': 417806651.119856, '2003': 477458577.161635, '2004': 532062894.801533, '2005': 587029096.029113, '2006': 592365659.824007, '2007': 696910784.016302, '2008': 868154627.869806, '2009': 830126428.786134, '2010': 849878489.113364, '2011': 1099818591.95727, '2012': 989271155.126905, '2013': 1046087367.44973, '2014': 1054915581.36774, '2015': 1048229632.99726, '2016': 1179004911.26075, '2017': 1350177012.24771, '2018': 1504630233.68639, '2019': 1439638410.99593, '2020': 1431758231.68287, '2021': 1638517606.88578, '2022': 1633559092.06611}",
CIV,Cote d'Ivoire,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 546203558.456965, '1961': 618245635.134801, '1962': 645284474.559229, '1963': 761047198.973677, '1964': 921063326.292797, '1965': 919771228.036518, '1966': 1024102881.90257, '1967': 1082922725.79069, '1968': 1281281277.98148, '1969': 1361360291.5873, '1970': 1455482795.26555, '1971': 1584128511.27902, '1972': 1849400398.25228, '1973': 2508421425.57669, '1974': 3070152313.83854, '1975': 3893839184.06847, '1976': 4662053819.62908, '1977': 6265068200.43055, '1978': 7900526290.12877, '1979': 9142933955.51749, '1980': 10175617589.1232, '1981': 8432589956.34896, '1982': 7567110855.85391, '1983': 6838184772.07869, '1984': 6841639250.21886, '1985': 6977650648.47401, '1986': 9158302111.36131, '1987': 10087654451.341, '1988': 10255169812.0186, '1989': 9757410629.74456, '1990': 10795850584.5874, '1991': 10492628587.8592, '1992': 11152971284.4479, '1993': 11045760268.6156, '1994': 8313557515.30312, '1995': 11000146268.6884, '1996': 18071152820.9832, '1997': 18047558026.6049, '1998': 19619654770.0679, '1999': 18870992455.7304, '2000': 16577533891.5688, '2001': 16810537038.4139, '2002': 18054383333.5221, '2003': 21251754334.7999, '2004': 23510575668.5588, '2005': 24036918719.3374, '2006': 25281413268.2525, '2007': 28760090924.2666, '2008': 34078240260.1872, '2009': 33886813225.179, '2010': 34936307964.3213, '2011': 36693710822.2216, '2012': 36302302844.0196, '2013': 42760235496.3898, '2014': 48843005625.0307, '2015': 45815005170.6127, '2016': 48407761031.6758, '2017': 52512344033.9625, '2018': 58522477744.7313, '2019': 59898479821.1946, '2020': 62982768371.5174, '2021': 71811075954.676, '2022': 70018715016.6967}",
KEN,Kenya,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 791265458.813328, '1961': 792959472.134266, '1962': 868111400.008864, '1963': 926589348.567393, '1964': 998759333.637333, '1965': 997919319.974061, '1966': 1164519673.19064, '1967': 1232559505.9162, '1968': 1353295457.51798, '1969': 1458379415.39403, '1970': 1603447357.24209, '1971': 1778391289.20054, '1972': 2107279157.38336, '1973': 2509001444.1602, '1974': 2969958812.43227, '1975': 3259344935.75357, '1976': 3474542392.04597, '1977': 4494378855.32203, '1978': 5303734882.5116, '1979': 6234390975.29871, '1980': 7265315331.62273, '1981': 6854491453.91471, '1982': 6431579357.30273, '1983': 5979198463.82274, '1984': 6191437070.43467, '1985': 6135034338.30431, '1986': 7239126716.93219, '1987': 7970820530.76691, '1988': 8355380879.12955, '1989': 8283114648.38116, '1990': 8572359162.86876, '1991': 8151488881.9683, '1992': 8209120678.11342, '1993': 5751786609.50323, '1994': 7148148564.04239, '1995': 9046320196.77295, '1996': 12045865466.4343, '1997': 13115764432.7232, '1998': 14093998843.7334, '1999': 12896010520.4958, '2000': 12705350153.4012, '2001': 12986007425.8781, '2002': 13147736954.17, '2003': 14904517649.8476, '2004': 16095337093.8366, '2005': 18737895400.78, '2006': 25825512277.8911, '2007': 31958195182.2406, '2008': 35895153327.8497, '2009': 42347217912.9176, '2010': 45405615233.0693, '2011': 46869473165.8905, '2012': 56396704833.4676, '2013': 61671440480.6895, '2014': 68285796662.6532, '2015': 70120446663.6256, '2016': 74815143796.3978, '2017': 82036511258.8324, '2018': 92202979940.671, '2019': 100378435824.178, '2020': 100657505600.655, '2021': 109703659312.872, '2022': 113420008178.793}",
LSO,Lesotho,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': 34579986.1818375, '1961': 35699985.7342857, '1962': 41859983.2727507, '1963': 47039981.2028235, '1964': 51939979.2447843, '1965': 54879978.0699607, '1966': 56699977.342689, '1967': 59261976.3189142, '1968': 61445975.4461882, '1969': 65967973.6391977, '1970': 68739972.531507, '1971': 76480293.9524112, '1972': 80913175.462898, '1973': 121188698.642069, '1974': 150851315.734636, '1975': 149558945.403731, '1976': 147659999.8716, '1977': 193314999.8319, '1978': 266569999.7682, '1979': 290134729.683747, '1980': 431542682.236012, '1981': 434188034.188034, '1982': 348741737.284042, '1983': 386699308.945943, '1984': 333163557.421089, '1985': 268629925.923116, '1986': 318858469.538225, '1987': 402768258.541937, '1988': 470395904.054049, '1989': 495409138.180352, '1990': 596410302.16263, '1991': 704325366.718393, '1992': 831029813.140829, '1993': 835582169.020455, '1994': 878250862.834133, '1995': 1001894000.27846, '1996': 946112456.168268, '1997': 998004330.90987, '1998': 928460865.117733, '1999': 912773656.150185, '2000': 887291645.302466, '2001': 825706961.238689, '2002': 775777263.090784, '2003': 1157825409.28048, '2004': 1511236655.52047, '2005': 1682343439.30976, '2006': 1800092519.44933, '2007': 1682025303.1603, '2008': 1766820422.4798, '2009': 1740835819.8008, '2010': 2234731973.55119, '2011': 2579421686.24912, '2012': 2477702252.80078, '2013': 2367113170.00373, '2014': 2441063169.47922, '2015': 2359754087.58169, '2016': 2114426468.65681, '2017': 2306741598.79677, '2018': 2556247155.56945, '2019': 2436029587.61009, '2020': 2117736527.79886, '2021': 2373416268.51107, '2022': 2553459762.7992}",
LBR,Liberia,NY.GDP.MKTP.CD,GDP (current US$),"{'1960': None, '1961': None, '1962': None, '1963': None, '1964': None, '1965': None, '1966': None, '1967': None, '1968': None, '1969': None, '1970': None, '1971': None, '1972': None, '1973': None, '1974': None, '1975': None, '1976': None, '1977': None, '1978': None, '1979': None, '1980': None, '1981': None, '1982': None, '1983': None, '1984': None, '1985': None, '1986': None, '1987': None, '1988': None, '1989': None, '1990': None, '1991': None, '1992': None, '1993': None, '1994': None, '1995': None, '1996': None, '1997': None, '1998': None, '1999': None, '2000': 874000000, '2001': 906000000, '2002': 927000000, '2003': 748000000, '2004': 897000000, '2005': 949000000, '2006': 1119000000, '2007': 1373000000, '2008': 1726000000, '2009': 1768000000, '2010': 1998000000, '2011': 2398000000, '2012': 2791614000, '2013': 3177198100, '2014': 3225652000, '2015': 3227075700, '2016': 3398419600, '2017': 3390703400, '2018': 3422754800, '2019': 3319596500, '2020': 3039982500, '2021': 3509000000, '2022': 4001047150}",
